source,relation,target
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV8020S-T
CVE-2025-71325,affects,picklescan:picklescan
CVE-2026-39559,affects,codesupplyco:Uppercase
T1686.002,mitigated_by,Audit
CVE-2026-56074,affects,PraisonAI:PraisonAI
CVE-2026-48835,has_weakness,CWE-862
CVE-2026-54809,has_weakness,CWE-89
CAPEC-193,maps_to,T1563
CAPEC-60,maps_to,T1550.004
CVE-2026-46939,has_weakness,CWE-284
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RZ35VUB-E1
CAPEC-533,maps_to,T1195.002
CWE-302,mapped_to,CAPEC-77
CVE-2026-12320,has_weakness,CWE-200
T1072,mitigated_by,Privileged Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2W-ET3
T1078,mitigated_by,User Training
CAPEC-388,maps_to,T1017
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF18VGK2W-E2
CWE-88,mapped_to,CAPEC-88
CVE-2026-0141,affects,Google:Android
CAPEC-560,maps_to,T1087.002
CAPEC-185,maps_to,T1195.002
CVE-2026-12460,affects,Google:Chrome
CVE-2026-40739,has_weakness,CWE-502
CAPEC-497,maps_to,T1217
CAPEC-247,maps_to,T1036.001
CVE-2026-6734,has_weakness,CWE-346
CAPEC-408,maps_to,T1027
CVE-2026-40767,has_weakness,CWE-281
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV8022S-T-1
T1542.001,mitigated_by,Boot Integrity
CVE-2026-42640,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGKW-E2
CAPEC-624,maps_to,T1600.002
CAPEC-694,maps_to,T1003.007
T1490,mitigated_by,Operating System Configuration
CAPEC-516,maps_to,T1175
CAPEC-196,maps_to,T1552.002
T1566.002,mitigated_by,Software Configuration
CVE-2026-48965,affects,watchful:XCloner
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGKS-ET2
T1528,mitigated_by,User Training
CVE-2026-48781,has_weakness,CWE-863
CAPEC-563,maps_to,T1204.002
CAPEC-412,maps_to,T1538
CWE-829,mapped_to,CAPEC-263
CVE-2026-12465,has_weakness,CWE-20
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-VXV7123S-W
CVE-2026-56408,affects,libexpat project:libexpat
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-BT20VGK2-ET1
CVE-2026-40782,has_weakness,CWE-862
CVE-2026-56007,affects,OceanWP:Ocean Product Sharing
CAPEC-538,maps_to,T1098
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV5620S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV4022S-T
CAPEC-640,maps_to,T1564.011
CWE-1272,mapped_to,CAPEC-546
CAPEC-50,maps_to,T1499.004
T1542.004,mitigated_by,Network Intrusion Prevention
CVE-2026-55748,has_weakness,CWE-78
CAPEC-404,maps_to,T1140
CVE-2026-53704,affects,Red Hat:Red Hat Enterprise Linux 10
CAPEC-497,maps_to,T1016.001
CAPEC-226,maps_to,T1185
T1021.003,mitigated_by,Disable or Remove Feature or Program
CAPEC-41,maps_to,T1055.002
CAPEC-541,maps_to,T1095
CAPEC-134,maps_to,T1585.002
CVE-2026-0148,has_weakness,CWE-787
CVE-2026-46448,has_weakness,CWE-669
T1098.002,mitigated_by,Disable or Remove Feature or Program
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2V-ET1
CWE-346,mapped_to,CAPEC-89
CVE-2026-12307,affects,Mozilla:Thunderbird
CVE-2026-12453,affects,Google:Chrome
CAPEC-557,maps_to,T1592.002
CAPEC-251,maps_to,T1680
T1657,mitigated_by,User Training
CVE-2026-56080,affects,Cap-go:capgo
CWE-497,mapped_to,CAPEC-170
CAPEC-596,maps_to,T1181
CVE-2026-11746,affects,LY Corporation:Central Dogma
CAPEC-575,maps_to,T1003.002
CVE-2026-24575,affects,WishList Member:WishList Member X
CAPEC-663,maps_to,T1212
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGKS-E2
CAPEC-696,maps_to,T1055.011
CAPEC-109,maps_to,T1546.012
CVE-2026-40809,affects,Rara Themes:Metro Magazine
CVE-2026-46938,affects,Oracle Corporation:Oracle Cost Management
CVE-2026-55738,affects,rxi:microtar
CAPEC-95,maps_to,T1595
CVE-2026-11358,has_weakness,CWE-79
CAPEC-676,maps_to,T1659
CVE-2026-35299,affects,Oracle Corporation:WebLogic Server
CAPEC-581,maps_to,T1547.005
CVE-2026-12706,affects,Red Hat:Red Hat Enterprise Linux AI (RHEL AI) 3
CVE-2026-54104,affects,Government Accountability Office:Electronic Protest Docketing System (EPDS)
CAPEC-524,maps_to,T1671
CVE-2026-56229,affects,Capgo:Capgo
CAPEC-235,maps_to,T1490
CVE-2026-46776,has_weakness,CWE-284
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW3622S-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG4MW-E1
CAPEC-49,maps_to,T1555.005
CAPEC-692,maps_to,T1562.011
CVE-2020-37252,has_weakness,CWE-428
CAPEC-138,maps_to,T1055
T1189,mitigated_by,Restrict Web-Based Content
CAPEC-270,maps_to,T1484.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW9021S-T-1
CWE-366,mapped_to,CAPEC-29
CAPEC-551,maps_to,T1598.001
CWE-346,mapped_to,CAPEC-76
CAPEC-575,maps_to,T1585
CVE-2026-55603,affects,chimurai:http-proxy-middleware
CVE-2026-12330,affects,Mozilla:Thunderbird
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FD7122S-W
CAPEC-442,maps_to,T1017
CAPEC-673,maps_to,T1195.001
CWE-6,mapped_to,CAPEC-59
CVE-2026-34894,has_weakness,CWE-98
T1219,mitigated_by,Limit Hardware Installation
CVE-2026-34027,has_weakness,CWE-434
T1036.007,mitigated_by,Operating System Configuration
CVE-2026-1766,affects,Red Hat:Red Hat Enterprise Linux 8
CVE-2026-49108,has_weakness,CWE-502
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VGW-ER1
T1574.001,mitigated_by,Restrict Library Loading
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM36E3-W
CVE-2026-39568,affects,Elated-Themes:Mr. SEO
CVE-2026-47833,has_weakness,CWE-59
CVE-2026-46959,has_weakness,CWE-269
CVE-2026-8935,affects,Unknown:WP MAPS PRO
CAPEC-158,maps_to,T1669
CAPEC-580,maps_to,T1490
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP42VGKD2-A2
CVE-2026-24155,affects,NVIDIA:NeMo Framework
CVE-2026-46791,has_weakness,CWE-284
CAPEC-163,maps_to,T1598.003
CAPEC-678,maps_to,T1569
CWE-697,mapped_to,CAPEC-44
CAPEC-646,maps_to,T1120
CAPEC-218,maps_to,T1557.003
CVE-2016-20095,has_weakness,CWE-428
CVE-2026-5482,affects,Tecrail:Responsive FileManager
CWE-667,mapped_to,CAPEC-25
CAPEC-309,maps_to,T1070.007
CAPEC-445,maps_to,T1195.001
CWE-359,mapped_to,CAPEC-508
CVE-2026-49290,has_weakness,CWE-36
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-JXV2823-T
CVE-2026-40720,has_weakness,CWE-79
CVE-2026-12102,affects,"stiofansisland:UsersWP – Front-end login form, User Registration, User Profile & Members Directory plugin for WP"
CVE-2026-46966,has_weakness,CWE-306
CVE-2026-7253,has_weakness,CWE-918
CAPEC-395,maps_to,T1527
CVE-2026-54188,affects,Jetimpex Inc.:JetEngine
CAPEC-216,maps_to,T1565
CVE-2026-12048,has_weakness,CWE-79
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZY5623S-W
CAPEC-561,maps_to,T1552.001
CAPEC-581,maps_to,T1592.002
CVE-2026-38329,affects,n/a:n/a
CVE-2026-46801,affects,Oracle Corporation:Oracle WebCenter Sites
CVE-2026-47750,has_weakness,CWE-787
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2222-W-2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV8026S-W
CVE-2025-71379,affects,vllm:vllm
T1574.014,mitigated_by,Restrict File and Directory Permissions
CAPEC-700,maps_to,T1602.002
CAPEC-455,maps_to,T1505.004
CVE-2026-39904,has_weakness,CWE-770
CWE-706,mapped_to,CAPEC-48
CAPEC-211,maps_to,T1173
CAPEC-541,maps_to,T1547.007
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2821-W
CVE-2026-50169,affects,angular:angular
CAPEC-405,maps_to,T1213
CAPEC-81,maps_to,T1584.003
CVE-2026-9675,has_weakness,CWE-770
CAPEC-389,maps_to,T1492
CWE-674,mapped_to,CAPEC-231
T1176.002,mitigated_by,Update Software
CAPEC-383,maps_to,T1217
CAPEC-471,maps_to,T1055.014
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY15VGK2-E1
CWE-488,mapped_to,CAPEC-60
CAPEC-90,maps_to,T1562.010
CWE-707,mapped_to,CAPEC-43
CAPEC-15,maps_to,T1059
CAPEC-385,maps_to,T1098
CAPEC-41,maps_to,T1027.009
CVE-2026-54269,affects,protobufjs:protobuf.js
CAPEC-653,maps_to,T1614.001
CVE-2026-8683,has_weakness,CWE-770
CAPEC-269,maps_to,T1565.001
CAPEC-580,maps_to,T1053.006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2R-ET3
CVE-2025-26240,affects,n/a:n/a
CAPEC-242,maps_to,T1134.005
CVE-2026-39574,has_weakness,CWE-89
CVE-2026-56280,has_weakness,CWE-862
CVE-2017-20268,has_weakness,CWE-89
CAPEC-310,maps_to,T1595.003
CAPEC-41,maps_to,T1027.008
CVE-2026-8356,has_weakness,CWE-121
CAPEC-445,maps_to,T1098
T1601.002,mitigated_by,Password Policies
CAPEC-158,maps_to,T1016
CVE-2026-40753,affects,Mikado-Themes:EasyMeals
CAPEC-551,maps_to,T1584.006
CAPEC-54,maps_to,T1217
CAPEC-23,maps_to,T1488
CWE-757,mapped_to,CAPEC-620
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM28E3-W
CVE-2026-11857,has_weakness,CWE-502
CWE-638,mapped_to,CAPEC-104
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGKS-ER2
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM2222E1-W-1
CVE-2026-11912,has_weakness,CWE-862
CAPEC-470,maps_to,T1543.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Heat Pump Water Heaters / HEMS-Compatible Adapters / Wireless LAN Adapters (for Japan) RMCB-N7
CAPEC-183,maps_to,T1562.003
CAPEC-242,maps_to,T1055.001
CAPEC-465,maps_to,T1090.003
T1003.001,mitigated_by,User Training
CAPEC-451,maps_to,T1587.001
T1127,mitigated_by,Restrict Web-Based Content
CWE-642,mapped_to,CAPEC-31
CAPEC-629,maps_to,T1584.008
CAPEC-389,maps_to,T1095
CAPEC-159,maps_to,T1528
CWE-74,mapped_to,CAPEC-71
CVE-2026-11407,has_weakness,CWE-1336
CVE-2026-48782,has_weakness,CWE-918
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV3621-T
CAPEC-180,maps_to,T1196
CVE-2026-12214,affects,Qihoo:360 Total Security
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP25VGK-ET2
CWE-200,mapped_to,CAPEC-574
CWE-146,mapped_to,CAPEC-15
CVE-2026-49952,affects,Discuz!:Discuz! X5.0
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW7122S-W-2
CAPEC-292,maps_to,T1680
CAPEC-555,maps_to,T1076
CVE-2026-8176,has_weakness,CWE-269
T1542,mitigated_by,Audit
T1036.010,mitigated_by,Audit
CAPEC-11,maps_to,T1216.002
CWE-99,mapped_to,CAPEC-10
CAPEC-84,maps_to,T1221
CVE-2026-54288,has_weakness,CWE-345
CAPEC-195,maps_to,T1562.011
CVE-2019-25763,has_weakness,CWE-288
CVE-2026-34893,has_weakness,CWE-98
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2B-A1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-WZ50K
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Wireless LAN Adapters for Room Air Conditioners (for Japan) MAC-888IF
CVE-2026-4027,has_weakness,CWE-284
CAPEC-678,maps_to,T1049
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2W-ER2
CWE-284,mapped_to,CAPEC-502
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2V-ET2
CAPEC-278,maps_to,T1493
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV7125S-W
CVE-2026-54651,affects,py-pdf:pypdf
CAPEC-186,maps_to,T1204.004
CVE-2026-42655,affects,WPManageNinja:Best Payments Plugin for WP
CWE-1221,mapped_to,CAPEC-166
CVE-2026-11407,affects,Pimcore GmbH:Pimcore CMS/DXP
CWE-345,mapped_to,CAPEC-148
CAPEC-550,maps_to,T1584.006
CWE-472,mapped_to,CAPEC-39
T1021.001,mitigated_by,Audit
CAPEC-301,maps_to,T1126
CVE-2026-55392,has_weakness,CWE-1284
CAPEC-446,maps_to,T1027.016
CVE-2026-55443,has_weakness,CWE-22
CVE-2026-9142,has_weakness,CWE-306
CAPEC-234,maps_to,T1055
T1689,mitigated_by,Disable or Remove Feature or Program
CVE-2026-54194,affects,ThemeFusion:Fusion Builder
CVE-2026-10748,affects,Sonatype:Nexus Repository
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VGB-A1
CVE-2026-10828,affects,Moxa:NPort W2150A-W4/W2250A-W4 Series
T1657,mitigated_by,User Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RW35VG-E1
CAPEC-410,maps_to,T1592
CAPEC-551,maps_to,T1526
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RZ50VU-E1
CAPEC-16,maps_to,T1201
CVE-2026-0127,affects,Google:Android
CAPEC-670,maps_to,T1045
CAPEC-586,maps_to,T1175
T1205.002,mitigated_by,Filter Network Traffic
CAPEC-401,maps_to,T1592.001
CAPEC-176,maps_to,T1565.003
CAPEC-62,maps_to,T1621
CVE-2026-52711,affects,kilbot:WooCommerce POS
CWE-315,mapped_to,CAPEC-31
CWE-263,mapped_to,CAPEC-16
CWE-146,mapped_to,CAPEC-6
CAPEC-692,maps_to,T1218
CAPEC-549,maps_to,T1203
CAPEC-271,maps_to,T1608.006
CAPEC-412,maps_to,T1194
CWE-20,mapped_to,CAPEC-664
CVE-2026-53923,affects,vllm-project:vllm
CAPEC-276,maps_to,T1076
CAPEC-473,maps_to,T1557.003
CWE-697,mapped_to,CAPEC-45
T1559,mitigated_by,Application Isolation and Sandboxing
CVE-2026-46859,has_weakness,CWE-287
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-KY18VFK
CAPEC-450,maps_to,T1608.001
CAPEC-54,maps_to,T1685.006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-BT35VGK2-ET2
CAPEC-573,maps_to,T1559
CVE-2026-46890,affects,Oracle Corporation:Siebel Apps - Marketing
CAPEC-445,maps_to,T1016
CAPEC-30,maps_to,T1183
CAPEC-507,maps_to,T1052
CWE-1271,mapped_to,CAPEC-74
CAPEC-2,maps_to,T1078.002
CVE-2026-48964,affects,ELEXtensions:ELEX WordPress HelpDesk & Customer Ticketing System
CVE-2017-20273,has_weakness,CWE-89
T1552.006,mitigated_by,Active Directory Configuration
CWE-241,mapped_to,CAPEC-48
CVE-2026-46967,affects,Oracle Corporation:Oracle Public Sector Financials (International)
CAPEC-678,maps_to,T1614
CVE-2026-49056,has_weakness,CWE-497
T1592.004,mitigated_by,Pre-compromise
CAPEC-462,maps_to,T1593.002
CWE-172,mapped_to,CAPEC-71
CVE-2016-20070,has_weakness,CWE-79
CVE-2026-46872,has_weakness,CWE-284
CAPEC-101,maps_to,T1584.004
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2822S-T-2
CVE-2024-33685,has_weakness,CWE-862
CWE-348,mapped_to,CAPEC-85
T1556,mitigated_by,User Account Management
CAPEC-465,maps_to,T1127
CAPEC-265,maps_to,T1493
T1197,mitigated_by,Operating System Configuration
CAPEC-653,maps_to,T1606
T1070.008,mitigated_by,Restrict File and Directory Permissions
CVE-2026-50880,affects,n/a:n/a
CWE-521,mapped_to,CAPEC-565
CAPEC-568,maps_to,T1606
CAPEC-653,maps_to,T1007
CWE-384,mapped_to,CAPEC-31
T1213,mitigated_by,Software Configuration
CVE-2026-46942,has_weakness,CWE-287
CAPEC-211,maps_to,T1527
CVE-2026-43915,has_weakness,CWE-79
CAPEC-414,maps_to,T1656
T1542.002,mitigated_by,Update Software
CVE-2026-53537,has_weakness,CWE-436
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF18VGK2W-E1
CVE-2026-49336,has_weakness,CWE-178
CAPEC-654,maps_to,T1548.004
CVE-2026-54911,affects,ultrajson:ultrajson
T1087.001,mitigated_by,Operating System Configuration
CAPEC-600,maps_to,T1503
CAPEC-22,maps_to,T1199
CAPEC-446,maps_to,T1505.004
CVE-2026-10789,affects,Autodesk:Fusion
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM5626E6S-W
CVE-2026-46853,has_weakness,CWE-79
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-FT50VGK2-E1
CVE-2026-46886,affects,Oracle Corporation:Siebel Apps - Marketing
T1505.004,mitigated_by,Execution Prevention
CVE-2023-45795,affects,Pilz:PMI v8xx
CAPEC-394,maps_to,T1110
CVE-2026-56078,affects,PraisonAI:PraisonAI
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R2526-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGK2B-ET1
CAPEC-234,maps_to,T1057
CWE-770,mapped_to,CAPEC-125
CVE-2026-32174,affects,Microsoft:Azure AI Bot Service
CAPEC-170,maps_to,T1671
CAPEC-211,maps_to,T1550.001
CVE-2026-53571,has_weakness,CWE-22
T1552.007,mitigated_by,User Account Management
CWE-327,mapped_to,CAPEC-473
T1218,mitigated_by,Privileged Account Management
CAPEC-580,maps_to,T1614
CAPEC-144,maps_to,T1574.011
CAPEC-593,maps_to,T1496.002
T1055.005,mitigated_by,Behavior Prevention on Endpoint
CAPEC-692,maps_to,T1562.012
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGKB-ET2
CVE-2026-12549,affects,Red Hat:Red Hat Enterprise Linux 10
CAPEC-385,maps_to,T1494
CVE-2026-56306,affects,Capgo:Capgo
CWE-172,mapped_to,CAPEC-53
CAPEC-573,maps_to,T1547.012
CAPEC-106,maps_to,T1003.007
CWE-290,mapped_to,CAPEC-667
CAPEC-533,maps_to,T1204.003
CVE-2026-42014,affects,Red Hat:Red Hat Hardened Images
CVE-2024-37210,affects,ali2woo:AliNext
CVE-2026-12289,affects,Mozilla:Thunderbird
CAPEC-44,maps_to,T1027.001
CWE-1239,mapped_to,CAPEC-37
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGKW-ER2
CVE-2026-49460,has_weakness,CWE-407
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2B-ET2
CAPEC-664,maps_to,T1583.002
CVE-2026-40799,affects,RelyWP:Simple Cloudflare Turnstile
CWE-287,mapped_to,CAPEC-593
CAPEC-507,maps_to,T1591.001
CAPEC-82,maps_to,T1021
CAPEC-639,maps_to,T1019
CAPEC-183,maps_to,T1059
CAPEC-564,maps_to,T1547
CVE-2026-54268,has_weakness,CWE-400
CAPEC-260,maps_to,T1546.011
T1048,mitigated_by,Network Intrusion Prevention
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-VXV8023S-W
CAPEC-154,maps_to,T1564.010
CAPEC-388,maps_to,T1574.008
CWE-125,mapped_to,CAPEC-540
CAPEC-462,maps_to,T1681
T1087.004,mitigated_by,Audit
CAPEC-214,maps_to,T1213.005
CAPEC-612,maps_to,T1599.001
CWE-20,mapped_to,CAPEC-67
CWE-1244,mapped_to,CAPEC-114
CVE-2026-22283,affects,Dell:PowerFlex
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-JXV2826-W
CVE-2026-52711,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BKR6323S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM7123E3S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Bathroom Dryer / Heater / Ventilation Systems (for Japan) V-241BZ5-RC-NR
CAPEC-216,maps_to,T1559
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD4022S-W-2
CAPEC-635,maps_to,T1574
CVE-2026-46783,affects,Oracle Corporation:WebCenter Content: Imaging
CVE-2026-48055,has_weakness,CWE-20
CAPEC-692,maps_to,T1564.005
CWE-602,mapped_to,CAPEC-21
CWE-309,mapped_to,CAPEC-652
CWE-427,mapped_to,CAPEC-38
CAPEC-634,maps_to,T1683.002
CAPEC-560,maps_to,T1483
CVE-2026-39527,affects,sc Internet Vivoo:WpStream
CWE-15,mapped_to,CAPEC-270
CAPEC-166,maps_to,T1218
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGK2W-ET2
CAPEC-479,maps_to,T1204.005
CVE-2026-48515,has_weakness,CWE-770
CWE-1255,mapped_to,CAPEC-189
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV4021S-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-BT35VGK2-ET1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF25VGKW-ER2
CAPEC-593,maps_to,T1506
CAPEC-111,maps_to,T1055.014
CVE-2026-52693,has_weakness,CWE-89
T1221,mitigated_by,Network Intrusion Prevention
CVE-2026-42664,affects,Motive Commerce Search:AI Product Search for WooCommerce &#8211; Motive Commerce Search
CAPEC-694,maps_to,T1673
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-JXV6323S-W
T1682,mitigated_by,Pre-compromise
CVE-2026-32804,has_weakness,CWE-287
CWE-1319,mapped_to,CAPEC-625
CVE-2023-45795,has_weakness,CWE-79
CVE-2026-12313,has_weakness,CWE-269
